"","ERV","Transcript","Multiple R-squared","Adjusted R-squared","Slope Estimate"
"708408","X1806","ENST00000278616.8",0.000657763088104717,-0.0296253350001345,-19.4717884265426
"708425","X2593","ENST00000278616.8",0.00294412054256826,-0.0272696939864447,-56.3079521394107
"708436","X3184","ENST00000278616.8",1.17734427537202e-06,-0.0303018172816556,0.0365534531860059
"708457","X4017","ENST00000278616.8",0.00979967251229308,-0.0202063980176375,-4.23482891764234
"708518","K.42","ENST00000278616.8",0.0651406875844208,0.0368116175112215,5.4420750799298
"708521","UID.142","ENST00000278616.8",0.0517483599501812,0.0230134617668534,-33.5566883058014
"801327","X1806","ENST00000288599.9",0.0549209874318301,0.0262822294752189,-169.674860288558
"801344","X2593","ENST00000288599.9",0.000169839967323872,-0.03012804367003,-12.8970126797879
"801355","X3184","ENST00000288599.9",0.797228922904527,0.791084344810724,28.6843778495891
"801376","X4017","ENST00000288599.9",0.0287451394667016,-0.000686826004004271,6.9165502700213
"801437","K.42","ENST00000288599.9",0.0380541507233234,0.00890427650281811,3.96658363606013
"801440","UID.142","ENST00000288599.9",0.00901073835430624,-0.0210192392713209,-13.3532883547865
"1096863","X1806","ENST00000306793.4",0.0138388964413709,-0.0160447733634359,-5.20408249879023
"1096880","X2593","ENST00000306793.4",0.00234202082510935,-0.0278900391498873,-2.92623813239446
"1096891","X3184","ENST00000306793.4",0.00780039468327556,-0.0222662600232919,0.173363358385398
"1096912","X4017","ENST00000306793.4",0.00130433402044911,-0.0289591710092341,0.0900216253355517
"1096973","K.42","ENST00000306793.4",0.101785127357079,0.074566494852748,0.396371912564706
"1096976","UID.142","ENST00000306793.4",0.0234855421256257,-0.00610580508268854,-1.31720522180937
"1183860","X1806","ENST00000311027.9",0.000626422715019305,-0.0296576250814953,-0.0267347427135859
"1183877","X2593","ENST00000311027.9",0.376502437796583,0.357608572275267,0.895874144296956
"1183888","X3184","ENST00000311027.9",0.0447222103210407,0.0157743985125873,-0.0100232709359035
"1183909","X4017","ENST00000311027.9",0.049281727249712,0.0204720826209155,-0.0133611615928935
"1183970","K.42","ENST00000311027.9",0.0397107648852081,0.0106110910938509,-0.00597810657809459
"1183973","UID.142","ENST00000311027.9",0.0493948838568047,0.0205886682161018,-0.0461256979196739
"1326693","X1806","ENST00000318560.5",0.00273872695511915,-0.0274813116219985,-12.3184443455055
"1326710","X2593","ENST00000318560.5",0.0129259720535199,-0.0169853621266765,36.579178693193
"1326721","X3184","ENST00000318560.5",0.6908907529523,0.681523806072067,8.68143998608655
"1326742","X4017","ENST00000318560.5",0.000385965752075503,-0.0299053686190738,0.260564279550613
"1326803","K.42","ENST00000318560.5",0.0145871793666338,-0.0152738151980136,-0.798425550208625
"1326806","UID.142","ENST00000318560.5",0.0401388487734011,0.0110521472210799,-9.16270405751215
"1449645","X1806","ENST00000325437.9",0.151738874355745,0.126033991760465,41.0581499512318
"1449662","X2593","ENST00000325437.9",0.00441570558306809,-0.0257535154598691,9.5735243941919
"1449673","X3184","ENST00000325437.9",0.428297110192156,0.410972780197979,-3.0607587471385
"1449694","X4017","ENST00000325437.9",0.0577621682182443,0.0292095066491003,-1.42735396856228
"1449755","K.42","ENST00000325437.9",0.163412831649753,0.138061705336109,-1.19663387341498
"1449758","UID.142","ENST00000325437.9",0.00805650453075559,-0.0220023892713428,1.83816283595128
"1496880","X1806","ENST00000327956.6",0.0258509247257301,-0.00366874422197494,-7.06426978718321
"1496897","X2593","ENST00000327956.6",5.54960123786941e-05,-0.0302458525933069,0.447384538181372
"1496908","X3184","ENST00000327956.6",0.330370882150579,0.310079090700597,1.12056149864697
"1496929","X4017","ENST00000327956.6",0.664261264424044,0.654087363345985,2.01770511534947
"1496990","K.42","ENST00000327956.6",0.00324737787322149,-0.0269572470397113,-0.070317418078531
"1496993","UID.142","ENST00000327956.6",0.240195088894903,0.217170697649294,4.18380084106341
"1614897","X1806","ENST00000333535.8",0.0382189944378927,0.00907411548146519,-29.0608619054635
"1614914","X2593","ENST00000333535.8",0.00751674801664722,-0.0225585020434542,-17.6158946581417
"1614925","X3184","ENST00000333535.8",0.00875257723092326,-0.0212852234590488,0.617081345924996
"1614946","X4017","ENST00000333535.8",0.461440507640463,0.445120523023507,5.68965216411036
"1615007","K.42","ENST00000333535.8",0.0879794468745115,0.0603424604161634,1.23830248156622
"1615010","UID.142","ENST00000333535.8",0.125579144770788,0.0990815430971757,10.234987793297
"1620960","X1806","ENST00000333868.9",0.0772349626349536,0.0492723857451037,0.141209678465287
"1620977","X2593","ENST00000333868.9",0.0076307871447061,-0.0224410071842422,-0.0606684653954697
"1620988","X3184","ENST00000333868.9",0.0166502755299652,-0.0131482009691266,-0.00290920138607883
"1621009","X4017","ENST00000333868.9",0.0159623485198887,-0.0138569742522359,-0.00361713638370048
"1621070","K.42","ENST00000333868.9",0.0113655755233049,-0.0185930434002313,-0.00152131965725306
"1621073","UID.142","ENST00000333868.9",0.00016842933093775,-0.0301294970529733,0.00128122693870068
"1774932","X1806","ENST00000340058.5",0.0178565610951268,-0.0119053612959299,-1.29895552082342
"1774949","X2593","ENST00000340058.5",0.000257038348785431,-0.0300382029133726,-0.213017447103642
"1774960","X3184","ENST00000340058.5",0.00360892599674785,-0.0265847429124415,-0.0259113437679072
"1774981","X4017","ENST00000340058.5",0.9356920489102,0.9337433231196,0.529810832352707
"1775042","K.42","ENST00000340058.5",0.00160939687806968,-0.0286448638225949,-0.0109520196020358
"1775045","UID.142","ENST00000340058.5",0.562468949847405,0.549210433176115,1.41646011644774
"1856289","X1806","ENST00000342922.8",0.0349424479653881,0.00569827972191506,23.1164302628125
"1856306","X2593","ENST00000342922.8",0.00510056473906436,-0.0250479029961155,12.0718570505826
"1856317","X3184","ENST00000342922.8",0.185310848852627,0.160623298817859,-2.36210994580507
"1856338","X4017","ENST00000342922.8",0.158419936251791,0.132917510077603,-2.77337131138524
"1856399","K.42","ENST00000342922.8",0.0039515554938948,-0.0262317307032598,-0.218320951545607
"1856402","UID.142","ENST00000342922.8",0.0944835340786734,0.0670436411719665,-7.38553356797259
"1861647","X1806","ENST00000343111.10",0.0942044614825523,0.0667561118305086,0.404255941115434
"1861664","X2593","ENST00000343111.10",0.00415168233558196,-0.0260255394118247,0.115998822266278
"1861675","X3184","ENST00000343111.10",0.088464460171475,0.0608421710857622,-0.0173824372855044
"1861696","X4017","ENST00000343111.10",0.0949315639869674,0.0675052477441483,-0.0228657257029231
"1861757","K.42","ENST00000343111.10",0.0702752129088023,0.0421017345120993,-0.00980593539542315
"1861760","UID.142","ENST00000343111.10",0.0278445397663838,-0.00161471660433188,-0.0427022150650624
"1932711","X1806","ENST00000346473.7",0.0476530110386579,0.0187940113731627,0.761510360076307
"1932728","X2593","ENST00000346473.7",0.0243334365478775,-0.00523221689006559,0.743794927662688
"1932739","X3184","ENST00000346473.7",0.201044732904714,0.17683396723516,-0.0694036917065816
"1932760","X4017","ENST00000346473.7",0.125776372384917,0.099284747305672,-0.0697090510382359
"1932821","K.42","ENST00000346473.7",0.135459114581816,0.10926090593278,-0.0360580324914638
"1932824","UID.142","ENST00000346473.7",0.00674285975187925,-0.0233558414677608,-0.0556560539926839
"1942440","X1806","ENST00000347470.8",0.019991787700174,-0.00970543085436626,3.63552265659284
"1942457","X2593","ENST00000347470.8",0.0441433589024927,0.0151780061419622,7.38404906911586
"1942468","X3184","ENST00000347470.8",0.0672706529569177,0.0390061272889455,0.295909863214278
"1942489","X4017","ENST00000347470.8",0.182218880856473,0.157437634821821,0.618438792141911
"1942550","K.42","ENST00000347470.8",0.227437241575785,0.204026248896263,-0.34438093174491
"1942553","UID.142","ENST00000347470.8",0.157619929399756,0.132093260593689,1.98338173812828
"1956540","X1806","ENST00000348549.9",0.0158357160894263,-0.0139874440290759,0.90440904878754
"1956557","X2593","ENST00000348549.9",0.000304662577186794,-0.0299891355265349,-0.171465380438177
"1956568","X3184","ENST00000348549.9",0.144767755105935,0.118851626472782,-0.121335405296203
"1956589","X4017","ENST00000348549.9",0.122162885558846,0.0955617608788112,-0.141538530584968
"1956650","K.42","ENST00000348549.9",0.263279704221036,0.240954846773188,-0.103567144723924
"1956653","UID.142","ENST00000348549.9",0.00241835101327478,-0.0278113959257169,0.0686697426686584
"1956681","X1806","ENST00000348564.11",0.00303802511789648,-0.0271729438179247,76.6292408171734
"1956698","X2593","ENST00000348564.11",0.00211411689330315,-0.0281248492614452,-87.3743961413319
"1956709","X3184","ENST00000348564.11",0.000656622073300383,-0.0296265105911451,-1.58074625507462
"1956730","X4017","ENST00000348564.11",0.00451986486042285,-0.0256461998407764,5.26648150942151
"1956791","K.42","ENST00000348564.11",0.0653786154749367,0.0370567553378135,-9.9835263729858
"1956794","UID.142","ENST00000348564.11",0.0955929757347256,0.0681867022721415,83.5163564689823
"1965846","X1806","ENST00000349238.7",0.0194271721179625,-0.0102871559996749,0.294008239787533
"1965863","X2593","ENST00000349238.7",0.0493651844620645,0.0205580688397029,0.64059852790764
"1965874","X3184","ENST00000349238.7",0.0446664563872928,0.0157169550656957,-0.0197811272778001
"1965895","X4017","ENST00000349238.7",0.0422139382862298,0.0131901182342974,-0.0244197739473812
"1965956","K.42","ENST00000349238.7",0.0349259777606917,0.00568131042010656,-0.0110712399048742
"1965959","UID.142","ENST00000349238.7",0.0137548290788983,-0.0161313882217411,-0.0480664461289491
"1968666","X1806","ENST00000349496.10",0.0746789516093767,0.0466389198399638,4.37624574860152
"1968683","X2593","ENST00000349496.10",0.0166197962206629,-0.0131796038938625,-2.82186536472323
"1968694","X3184","ENST00000349496.10",0.206423329286376,0.182375551385963,-0.322840167929795
"1968715","X4017","ENST00000349496.10",0.16987066187104,0.144715227382284,-0.371895378118526
"1968776","K.42","ENST00000349496.10",0.0413114277554196,0.0122602588995233,-0.0914123692249571
"1968779","UID.142","ENST00000349496.10",0.00180313023305224,-0.0284452597598857,-0.132122216003991
"1971627","X1806","ENST00000349752.9",0.0162151133631867,-0.0135965498682318,-9.32035549007432
"1971644","X2593","ENST00000349752.9",0.00295743284868392,-0.0272559782771136,-5.44064983133008
"1971655","X3184","ENST00000349752.9",0.00328936164340141,-0.0269139910340712,-0.186266122635814
"1971676","X4017","ENST00000349752.9",0.942634479994112,0.940896130903024,4.00408362588599
"1971737","K.42","ENST00000349752.9",0.00162336903599404,-0.0286304682659455,-0.0828225082188139
"1971740","UID.142","ENST00000349752.9",0.599421040100053,0.587282283739449,11.0102753459896
"2038320","X1806","ENST00000354650.7",0.0461877644480097,0.0172843633706766,3.84146528210901
"2038337","X2593","ENST00000354650.7",0.0249658794429482,-0.00458060905878077,3.86035924583128
"2038348","X3184","ENST00000354650.7",0.273463960979879,0.251447717373208,-0.414752556012643
"2038369","X4017","ENST00000354650.7",0.268965100622272,0.246812527913856,-0.522324507348369
"2038430","K.42","ENST00000354650.7",0.000340992340690656,-0.0299517048611067,-0.00926985669823929
"2038433","UID.142","ENST00000354650.7",0.00856458129984043,-0.0214789162365281,-0.321400253873622
"2042550","X1806","ENST00000354765.6",0.00389859215618975,-0.0262862989905923,0.299465767194954
"2042567","X2593","ENST00000354765.6",0.052348814913625,0.02363211233525,-1.4999181319265
"2042578","X3184","ENST00000354765.6",0.14442715313311,0.118500703228053,-0.0808766747474496
"2042599","X4017","ENST00000354765.6",0.118427734204147,0.0917134231194244,-0.0929991518464181
"2042660","K.42","ENST00000354765.6",0.106484837175172,0.0794086201198738,-0.0439546103444336
"2042663","UID.142","ENST00000354765.6",0.00488766403768798,-0.0252672552338973,-0.0651483859933147
"2078928","X1806","ENST00000355710.7",0.0205429175953589,-0.00913760005326658,-1.38845090763348
"2078945","X2593","ENST00000355710.7",0.001545691997278,-0.0287104991543194,-0.520573183173968
"2078956","X3184","ENST00000355710.7",0.00465691656922549,-0.0255049950498889,-0.0293328509303583
"2078977","X4017","ENST00000355710.7",0.934592965495725,0.932610934147111,0.527678885271685
"2079038","K.42","ENST00000355710.7",0.00222905515757252,-0.0280064280194707,-0.0128447939331712
"2079041","UID.142","ENST00000355710.7",0.582024265778433,0.569358334438386,1.43591826060097
"2082876","X1806","ENST00000355803.8",0.0716258450683903,0.0434932949189476,0.0793459164332127
"2082893","X2593","ENST00000355803.8",0.0139934901302087,-0.0158854950173606,-0.0479373000864078
"2082904","X3184","ENST00000355803.8",0.0124315957362505,-0.0174947195444692,-0.00146675885985989
"2082925","X4017","ENST00000355803.8",0.0143720850421466,-0.0154954275323338,-0.00200266628317244
"2082986","K.42","ENST00000355803.8",0.00726487435576289,-0.0228180082395171,-0.000709693817628417
"2082989","UID.142","ENST00000355803.8",0.0245361218833715,-0.00502338957470805,-0.00902302929047235
"2104590","X1806","ENST00000356331.9",0.000319336717520185,-0.0299740167152822,2.04252537304036
"2104607","X2593","ENST00000356331.9",0.0195942648725375,-0.0101149998282948,21.8689718333665
"2104618","X3184","ENST00000356331.9",0.319151547370178,0.298519776078365,-2.8651481864241
"2104639","X4017","ENST00000356331.9",0.0168405104482791,-0.0129522013563184,0.835756288899743
"2104700","K.42","ENST00000356331.9",0.0878881368138582,0.0602483833839752,-0.951646002706636
"2104703","UID.142","ENST00000356331.9",0.0572229278893898,0.0286539257042198,5.31236339349407
"2246718","X1806","ENST00000359597.8",0.0117454077641517,-0.0182017010914801,-2.4528613590071
"2246735","X2593","ENST00000359597.8",0.0027867207590411,-0.0274318634603818,-1.63307648312517
"2246746","X3184","ENST00000359597.8",4.11948868759164e-05,-0.0302605870862491,0.00644564213061171
"2246767","X4017","ENST00000359597.8",0.0035587502569095,-0.0266364391292446,-0.0760758308126007
"2246828","K.42","ENST00000359597.8",0.869608366345074,0.865657104719167,0.592745238552262
"2246831","UID.142","ENST00000359597.8",0.0121633633541017,-0.0177710801806226,-0.484981864138579
"2277033","X1806","ENST00000360332.7",0.000571992106495835,-0.0297137051023981,-2.74763184438724
"2277050","X2593","ENST00000360332.7",0.00244026432716338,-0.0277888185720134,-7.75716099669091
"2277061","X3184","ENST00000360332.7",0.0700836875948327,0.0419044054007368,1.34951456324065
"2277082","X4017","ENST00000360332.7",0.00284639521626989,-0.0273703806862675,-0.34535847635226
"2277143","K.42","ENST00000360332.7",0.0192673845325008,-0.0104517856331809,-0.447859893908199
"2277146","UID.142","ENST00000360332.7",0.0322129858428669,0.0028861066259841,-4.00625621073916
"2286057","X1806","ENST00000360537.6",0.0326466879099721,0.00333295117997134,1.26230018839855
"2286074","X2593","ENST00000360537.6",0.000143738809875187,-0.0301549357716437,0.114485622996187
"2286085","X3184","ENST00000360537.6",0.218075925996795,0.194381257087607,-0.144761317027489
"2286106","X4017","ENST00000360537.6",0.179901737808062,0.155050275317398,-0.166962815029057
"2286167","K.42","ENST00000360537.6",0.164155898340925,0.138827289199741,-0.0794947771826247
"2286170","UID.142","ENST00000360537.6",0.0605683475795397,0.0321007217486168,-0.334060903924095
"2609793","X1806","ENST00000367364.5",4.38168924831911e-06,-0.03029851583532,0.882243694686739
"2609810","X2593","ENST00000367364.5",0.010844211257697,-0.0191302065829788,-59.9912080108104
"2609821","X3184","ENST00000367364.5",0.00289997492375788,-0.0273151773512796,1.00709508682553
"2609842","X4017","ENST00000367364.5",0.0035005468644218,-0.0266964062608988,1.40505951472416
"2609903","K.42","ENST00000367364.5",0.00701601443994656,-0.0230744093649036,0.991471603940781
"2609906","UID.142","ENST00000367364.5",0.05051288648125,0.0217405497079546,18.4046929042438
"2610357","X1806","ENST00000367379.6",0.00626504005870864,-0.0238481405455728,0.0439848818109167
"2610374","X2593","ENST00000367379.6",0.536842319686626,0.522807238465008,0.556526336858863
"2610385","X3184","ENST00000367379.6",0.0113406063161736,-0.0186187692500028,-0.00262582162211507
"2610406","X4017","ENST00000367379.6",0.0126769785425598,-0.0172419008955444,-0.00352539980973935
"2610467","K.42","ENST00000367379.6",0.0092819048909419,-0.0207398555669083,-0.00150358272481433
"2610470","UID.142","ENST00000367379.6",0.010832103502126,-0.0191426812402338,-0.0112371870423134
"2624034","X1806","ENST00000367571.3",0.00123609267542839,-0.0290294802738011,-0.279884965832272
"2624051","X2593","ENST00000367571.3",0.00270332685229518,-0.027517784455211,0.565749501016758
"2624062","X3184","ENST00000367571.3",0.158398512922748,0.13289543755677,-0.140583769515831
"2624083","X4017","ENST00000367571.3",0.117768975105285,0.0910347016236271,-0.153931853203232
"2624144","K.42","ENST00000367571.3",0.112208180885055,0.0853053984876327,-0.0748916815835878
"2624147","UID.142","ENST00000367571.3",0.0591867020377088,0.0306772081600637,-0.37629273257991
"2652234","X1806","ENST00000367967.7",0.00231221299192341,-0.0279207502507455,-17.7688115782252
"2652251","X2593","ENST00000367967.7",2.58399464343164e-05,-0.030276407327916,2.56750391363565
"2652262","X3184","ENST00000367967.7",0.118808600807047,0.0921058311345332,-5.65163341156203
"2652283","X4017","ENST00000367967.7",0.0837909928025803,0.0560270834935677,-6.02701299068065
"2652344","K.42","ENST00000367967.7",0.0249629332782024,-0.00458364450124593,-1.639681658199
"2652347","UID.142","ENST00000367967.7",4.17175609974778e-08,-0.0303029873213008,-0.0146643772407219
"2652375","X1806","ENST00000367969.8",0.000891100992106118,-0.0293849262505572,-10.7141814621266
"2652392","X2593","ENST00000367969.8",0.00346202056139364,-0.0267361000276549,-28.8656407068451
"2652403","X3184","ENST00000367969.8",0.120121624281921,0.0934586431995553,-5.51965218239246
"2652424","X4017","ENST00000367969.8",0.109759178716902,0.0827821841325659,-6.70000233789107
"2652485","K.42","ENST00000367969.8",0.0123058675415288,-0.0176242576844854,-1.1181985354501
"2652488","UID.142","ENST00000367969.8",0.00197477726517766,-0.0282684113025442,-3.09894807427143
"2701584","X1806","ENST00000368667.6",5.18152879980905e-05,-0.0302496448547898,-0.74766079130811
"2701601","X2593","ENST00000368667.6",4.05282854456305e-06,-0.0302988546614995,-0.285808808665124
"2701612","X3184","ENST00000368667.6",0.0584617336107363,0.0299302709928798,-1.11433833823137
"2701633","X4017","ENST00000368667.6",0.751810133653995,0.744289228613207,5.07444712275561
"2701694","K.42","ENST00000368667.6",0.0335747148945851,0.00428910019442097,-0.53450168871914
"2701697","UID.142","ENST00000368667.6",0.590912322823551,0.578515726545477,15.5130387462894
"2702571","X1806","ENST00000368678.8",0.0309624202123007,0.00159764506721904,1.02724916695202
"2702588","X2593","ENST00000368678.8",0.0729136587365131,0.0448201332436802,2.15468426094732
"2702599","X3184","ENST00000368678.8",0.250093660582172,0.227369226054359,-0.129543393300833
"2702620","X4017","ENST00000368678.8",0.25344203557291,0.230819066953907,-0.165598602505349
"2702681","K.42","ENST00000368678.8",0.0795698674633573,0.0516780452652773,-0.0462487428327693
"2702684","UID.142","ENST00000368678.8",0.0566114640296128,0.0280239326365708,-0.26987971734227
"2703135","X1806","ENST00000368682.7",3.56620941179099e-06,-0.0302993560266667,-0.276339387324331
"2703152","X2593","ENST00000368682.7",0.0160286594161577,-0.0137886539348677,25.3226303927992
"2703163","X3184","ENST00000368682.7",0.00961372301557428,-0.0203979823475902,-0.636635353175674
"2703184","X4017","ENST00000368682.7",0.177798416376001,0.152883216872244,3.47666070963381
"2703245","K.42","ENST00000368682.7",0.0941616286991865,0.0667119810840104,-1.26108284379435
"2703248","UID.142","ENST00000368682.7",0.100930031181269,0.07368548667161,9.03252722213919
"2824677","X1806","ENST00000370434.1",0.0873641782060806,0.0597085472426285,0.724577364110363
"2824694","X2593","ENST00000370434.1",0.0106167770804427,-0.0193645327049983,-0.345251250253814
"2824705","X3184","ENST00000370434.1",0.109751271582799,0.0827740373883387,-0.0360353234466046
"2824726","X4017","ENST00000370434.1",0.0556101498854719,0.0269922756395771,-0.0325727250347423
"2824787","K.42","ENST00000370434.1",0.0436499902276486,0.0146696869012137,-0.0143839249014699
"2824790","UID.142","ENST00000370434.1",0.0276127047242968,-0.00185357695072441,-0.0791465966744611
"2825664","X1806","ENST00000370449.9",0.0319892319309632,0.00265557229250746,-16.6655813236863
"2825681","X2593","ENST00000370449.9",0.00121480802004091,-0.0290514099187458,-4.43908266162083
"2825692","X3184","ENST00000370449.9",0.0553418625339894,0.0267158583683528,0.972637536858018
"2825713","X4017","ENST00000370449.9",0.294969892601271,0.273605343892219,2.85145420928649
"2825774","K.42","ENST00000370449.9",0.0654806950477301,0.0371619282309947,0.66964166600441
"2825777","UID.142","ENST00000370449.9",0.0513955477686859,0.022649958307131,4.1043181328616
"2847237","X1806","ENST00000370757.7",0.00113340249779126,-0.0291352822750028,-0.0326406790337023
"2847254","X2593","ENST00000370757.7",0.00489910346884441,-0.0252554691533118,-0.0927569060979564
"2847265","X3184","ENST00000370757.7",0.015463343261795,-0.0143711008817871,-0.00534963781746966
"2847286","X4017","ENST00000370757.7",0.00922139365247875,-0.0208022004792643,-0.00524595280473969
"2847347","K.42","ENST00000370757.7",0.0123010359201004,-0.0176292357186845,-0.00301998796773971
"2847350","UID.142","ENST00000370757.7",0.0356114282295764,0.00638753211532106,0.0355485183405511
"2847378","X1806","ENST00000370758.5",0.0152236435144958,-0.0146180642577922,-0.190327356492511
"2847395","X2593","ENST00000370758.5",0.00119147044456588,-0.0290754546934775,-0.0727787170999749
"2847406","X3184","ENST00000370758.5",0.0262158963611143,-0.00329271284006416,-0.0110822986177222
"2847427","X4017","ENST00000370758.5",0.13525917184109,0.109054904321123,0.0319657037829224
"2847488","K.42","ENST00000370758.5",0.0218497738600221,-0.00779114208361364,-0.00640372470005927
"2847491","UID.142","ENST00000370758.5",0.233209198203301,0.209973113300371,0.144735296988657
"2948193","X1806","ENST00000372276.7",0.18966450173775,0.165108880578288,0.608548746043894
"2948210","X2593","ENST00000372276.7",0.021979486036793,-0.00765749923481929,0.283160034922472
"2948221","X3184","ENST00000372276.7",0.113451438155613,0.0865863302209345,-0.0208839635802631
"2948242","X4017","ENST00000372276.7",0.076933482945247,0.0489617703072243,-0.0218383105577756
"2948303","K.42","ENST00000372276.7",0.078576796084321,0.0506548808141489,-0.0110006100509521
"2948306","UID.142","ENST00000372276.7",5.25984267704411e-05,-0.0302488379845396,-0.00196901229437703
"2948475","X1806","ENST00000372285.7",0.35906879389185,0.339646636130997,12.1460467418399
"2948492","X2593","ENST00000372285.7",0.00549751484045591,-0.0246389241037728,2.05423520616245
"2948503","X3184","ENST00000372285.7",0.0480724408858341,0.0192261512157079,-0.197196763785612
"2948524","X4017","ENST00000372285.7",0.13178091065007,0.10547124127583,-0.414601973213218
"2948585","K.42","ENST00000372285.7",0.127039373715047,0.100586021403381,-0.202900237669688
"2948588","UID.142","ENST00000372285.7",0.00572113154425858,-0.0244085311362183,-0.297883734137378
"2952141","X1806","ENST00000372348.6",0.013578520137815,-0.0163130398580087,-57.5119992193398
"2952158","X2593","ENST00000372348.6",0.00131468211249651,-0.0289485093386399,-24.4603950872923
"2952169","X3184","ENST00000372348.6",0.00822720499481184,-0.0218265160659514,1.9863875448363
"2952190","X4017","ENST00000372348.6",0.000876423292896096,-0.0294000487285313,0.823281195681695
"2952251","K.42","ENST00000372348.6",0.0979219366934288,0.0705862378053509,4.33750020766579
"2952254","UID.142","ENST00000372348.6",0.0256120551192076,-0.00391485230142252,-15.3466703402484
"3065082","X1806","ENST00000373887.7",0.00499858658647342,-0.0251529713957546,25.5267644093262
"3065099","X2593","ENST00000373887.7",1.8569463607236e-05,-0.0302838981284046,-2.12663367299907
"3065110","X3184","ENST00000373887.7",0.00970676984792124,-0.0203021159142629,-1.57839285556557
